Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [563] ape::ComponentManager<ape::Sprite>::addComponent(unsigned int) [722] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_create_nodes(unsigned int**, unsigned int**) [1525] std::function<void (int)>* std::__addressof<std::function<void (int)> >(std::function<void (int)>&)
 [290] ape::ComponentManager<ape::Sprite>::getComponentList() [723] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_node() [1526] std::_MakeUniq<ape::Sprite>::__single_object std::make_unique<ape::Sprite>()
 [1279] ape::ComponentManager<ape::Sprite>::ComponentManager() [724] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_destroy_nodes(unsigned int**, unsigned int**) [1527] std::_MakeUniq<ape::Transform>::__single_object std::make_unique<ape::Transform>()
  [68] ape::ComponentManager<ape::Transform>::addComponent(unsigned int) [725] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long) [937] std::type_index& std::__get_helper<0ul, std::type_index&&>(std::_Tuple_impl<0ul, std::type_index&&>&)
 [173] ape::ComponentManager<ape::Transform>::getComponentList() [726] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long) [744] ape::BaseComponent*& std::__get_helper<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >(std::_Tuple_impl<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >&)
 [1280] ape::ComponentManager<ape::Transform>::ComponentManager() [727] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_node(unsigned int*) [1528] ape::Sprite* const& std::__get_helper<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >(std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> > const&)
 [446] ape::Vec2<float>::Vec2() [650] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [787] ape::Sprite*& std::__get_helper<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >(std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >&)
 [798] ape::Vec2<int>::Vec2(int, int) [866] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base(std::_Deque_base<unsigned int, std::allocator<unsigned int> >&&) [1529] ape::Transform* const& std::__get_helper<0ul, ape::Transform*, std::default_delete<ape::Transform> >(std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> > const&)
 [752] ape::Vec2<int>::Vec2() [867] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base(std::_Deque_base<unsigned int, std::allocator<unsigned int> >&&, std::integral_constant<bool, true>) [788] ape::Transform*& std::__get_helper<0ul, ape::Transform*, std::default_delete<ape::Transform> >(std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >&)
 [1281] ape::Vec2<int>::operator=(ape::Vec2<int> const&) [868] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_base() [452] int const& std::__get_helper<0ul, int const&>(std::_Tuple_impl<0ul, int const&>&)
 [618] ape::Color::Color(int, int, int) [728] std::_Deque_base<unsigned int, std::allocator<unsigned int> >::~_Deque_base() [745] std::default_delete<ape::BaseComponent>& std::__get_helper<1ul, std::default_delete<ape::BaseComponent>>(std::_Tuple_impl<1ul, std::default_delete<ape::BaseComponent>>&)
 [1282] ape::Event<ape::Vec2i>::addCallback(std::function<void (ape::Vec2i)>) [729] std::_Tuple_impl<0ul, std::type_index&&>::_M_head(std::_Tuple_impl<0ul, std::type_index&&>&) [1530] std::default_delete<ape::Sprite>& std::__get_helper<1ul, std::default_delete<ape::Sprite>>(std::_Tuple_impl<1ul, std::default_delete<ape::Sprite>>&)
 [1283] ape::Event<ape::Vec2i>::emit(ape::Vec2i) [869] std::_Tuple_impl<0ul, std::type_index&&>::_Tuple_impl(std::_Tuple_impl<0ul, std::type_index&&>&&) [1531] std::default_delete<ape::Transform>& std::__get_helper<1ul, std::default_delete<ape::Transform>>(std::_Tuple_impl<1ul, std::default_delete<ape::Transform>>&)
 [799] ape::Event<ape::Vec2i>::Event() [870] std::_Tuple_impl<0ul, std::type_index&&>::_Tuple_impl<std::type_index>(std::type_index&&) [279] __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > std::__miter_base<__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > >(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
 [800] ape::Event<ape::Vec2i>::~Event() [730] std::_Tuple_impl<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >::_M_head(std::_Tuple_impl<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >&) [269] __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
 [1284] ape::Event<int>::addCallback(std::function<void (int)>) [871] std::_Tuple_impl<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >::_Tuple_impl() [356] decltype (__miter_base(({parm#1}.base)())) std::__miter_base<ape::Sprite**>(std::move_iterator<ape::Sprite**>)
 [619] ape::Event<int>::emit(int) [1381] std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >::_M_head(std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> > const&) [345] ape::Sprite** std::__miter_base<ape::Sprite**>(ape::Sprite**)
 [1285] ape::Event<int>::Event() [771] std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >::_M_head(std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >&) [409] decltype (__miter_base(({parm#1}.base)())) std::__miter_base<float*>(std::move_iterator<float*>)
 [1286] ape::Event<int>::~Event() [1382] std::_Tuple_impl<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >::_Tuple_impl() [410] float* std::__miter_base<float*>(float*)
 [1287] ape::Event<unsigned int>::Event() [1383] std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >::_M_head(std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> > const&) [280] ape::Sprite* const* std::__niter_base<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
 [1288] ape::Event<unsigned int>::~Event() [772] std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >::_M_head(std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >&) [270] float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
 [447] ape::Vec2f::Vec2f()  [1384] std::_Tuple_impl<0ul, ape::Transform*, std::default_delete<ape::Transform> >::_Tuple_impl() [281] ape::Sprite** std::__niter_base<ape::Sprite**>(ape::Sprite**)
 [753] ape::Vec2i::Vec2i()   [364] std::_Tuple_impl<0ul, int const&>::_M_head(std::_Tuple_impl<0ul, int const&>&) [150] ape::Sprite** std::__niter_base<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >(__gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
 [801] ape::Vec2i::Vec2i(int, int) [448] std::_Tuple_impl<0ul, int const&>::_Tuple_impl(std::_Tuple_impl<0ul, int const&>&&) [359] float* std::__niter_base<float*>(float*)
 [1289] ape::Vec2i::operator=(ape::Vec2i&&) [449] std::_Tuple_impl<0ul, int const&>::_Tuple_impl(int const&) [319] float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
 [564] ape::World::EntityData::EntityData() [731] std::_Tuple_impl<1ul, std::default_delete<ape::BaseComponent> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ape::BaseComponent> >&) [327] ape::Sprite** std::__copy_move_a<false, ape::Sprite* const*, ape::Sprite**>(ape::Sprite* const*, ape::Sprite* const*, ape::Sprite**)
  [98] ape::World::EntityData::EntityData(ape::World::EntityData&&) [872] std::_Tuple_impl<1ul, std::default_delete<ape::BaseComponent> >::_Tuple_impl() [320] float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*)
 [130] ape::World::EntityData::~EntityData() [1385] std::_Tuple_impl<1ul, std::default_delete<ape::Sprite> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ape::Sprite> >&) [938] ape::Sprite** std::__copy_move_a<false, ape::Sprite**, ape::Sprite**>(ape::Sprite**, ape::Sprite**, ape::Sprite**)
  [86] ape::Sprite& ape::World::addComponent<ape::Sprite>(unsigned int) [1386] std::_Tuple_impl<1ul, std::default_delete<ape::Sprite> >::_Tuple_impl() [439] ape::Sprite** std::__copy_move_a<true, ape::Sprite**, ape::Sprite**>(ape::Sprite**, ape::Sprite**, ape::Sprite**)
  [49] ape::Transform& ape::World::addComponent<ape::Transform>(unsigned int) [1387] std::_Tuple_impl<1ul, std::default_delete<ape::Transform> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<ape::Transform> >&) [525] float* std::__copy_move_a<true, float*, float*>(float*, float*, float*)
  [95] ape::World::createEntity() [1388] std::_Tuple_impl<1ul, std::default_delete<ape::Transform> >::_Tuple_impl() [151] __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > >(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
  [88] ape::Sprite& ape::World::getComponent<ape::Sprite>(unsigned int) [293] ape::Sprite** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<ape::Sprite*>(ape::Sprite* const*, ape::Sprite* const*, ape::Sprite**) [330] ape::Sprite** std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**>(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**)
   [4] ape::Transform& ape::World::getComponent<ape::Transform>(unsigned int) [308] float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [321] __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  [33] ape::World::_assertEntity(unsigned int) [436] ape::Sprite** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<ape::Sprite*>(ape::Sprite* const*, ape::Sprite* const*, ape::Sprite**) [939] ape::Sprite** std::__copy_move_a2<false, ape::Sprite**, ape::Sprite**>(ape::Sprite**, ape::Sprite**, ape::Sprite**)
 [291] std::vector<ape::Sprite, std::allocator<ape::Sprite> >& ape::World::getComponentList<ape::Sprite>() [511] float* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [440] ape::Sprite** std::__copy_move_a2<true, ape::Sprite**, ape::Sprite**>(ape::Sprite**, ape::Sprite**, ape::Sprite**)
  [44] std::vector<ape::Transform, std::allocator<ape::Transform> >& ape::World::getComponentList<ape::Transform>() [1389] std::__hash_base<unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::__hash_base() [526] float* std::__copy_move_a2<true, float*, float*>(float*, float*, float*)
 [283] void ape::World::_staticAssertBase<ape::Sprite>() [548] std::__hash_base<unsigned long, int>::__hash_base() [399] std::__deque_buf_size(unsigned long)
 [163] void ape::World::_staticAssertBase<ape::Transform>() [140] void std::_Destroy_aux<false>::__destroy<ape::World::EntityData*>(ape::World::EntityData*, ape::World::EntityData*) [940] std::tuple<std::type_index&&> std::forward_as_tuple<std::type_index>(std::type_index&&)
  [89] bool ape::World::entityHasComponent<ape::Sprite>(unsigned int) [1390] void std::_Destroy_aux<false>::__destroy<ape::World::TagComponent*>(ape::World::TagComponent*, ape::World::TagComponent*) [331] ape::Sprite** std::uninitialized_copy<__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**>(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**)
   [8] bool ape::World::entityHasComponent<ape::Transform>(unsigned int) [773] void std::_Destroy_aux<false>::__destroy<std::function<void (ape::Vec2i)>*>(std::function<void (ape::Vec2i)>*, std::function<void (ape::Vec2i)>*) [1532] std::function<void (ape::Vec2i)>* std::uninitialized_copy<std::function<void (ape::Vec2i)> const*, std::function<void (ape::Vec2i)>*>(std::function<void (ape::Vec2i)> const*, std::function<void (ape::Vec2i)> const*, std::function<void (ape::Vec2i)>*)
  [87] int ape::World::getComponentHandle<ape::Sprite>() [873] void std::_Destroy_aux<false>::__destroy<std::function<void (int)>*>(std::function<void (int)>*, std::function<void (int)>*) [1533] std::function<void (int)>* std::uninitialized_copy<std::function<void (int)> const*, std::function<void (int)>*>(std::function<void (int)> const*, std::function<void (int)> const*, std::function<void (int)>*)
   [5] int ape::World::getComponentHandle<ape::Transform>() [874] void std::_Destroy_aux<false>::__destroy<std::function<void (unsigned int)>*>(std::function<void (unsigned int)>*, std::function<void (unsigned int)>*) [1534] ape::Sprite** std::uninitialized_copy<ape::Sprite**, ape::Sprite**>(ape::Sprite**, ape::Sprite**, ape::Sprite**)
 [565] ape::World::getNext(unsigned int) [1391] void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > >(__gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite**, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >) [110] ape::World::EntityData* std::uninitialized_copy<std::move_iterator<ape::World::EntityData*>, ape::World::EntityData*>(std::move_iterator<ape::World::EntityData*>, std::move_iterator<ape::World::EntityData*>, ape::World::EntityData*)
 [1290] ape::World::World()  [309] void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [689] ape::Sprite* std::uninitialized_copy<std::move_iterator<ape::Sprite*>, ape::Sprite*>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*)
  [78] ape::World::~World()  [651] void std::_Destroy_aux<true>::__destroy<ape::Sprite*>(ape::Sprite*, ape::Sprite*) [690] ape::Transform* std::uninitialized_copy<std::move_iterator<ape::Transform*>, ape::Transform*>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*)
 [1291] ape::Engine::getGraphics() [652] void std::_Destroy_aux<true>::__destroy<ape::Transform*>(ape::Transform*, ape::Transform*) [441] ape::Sprite** std::uninitialized_copy<std::move_iterator<ape::Sprite**>, ape::Sprite**>(std::move_iterator<ape::Sprite**>, std::move_iterator<ape::Sprite**>, ape::Sprite**)
 [1292] ape::Engine::getWorld() [216] void std::_Destroy_aux<true>::__destroy<ape::Sprite**>(ape::Sprite**, ape::Sprite**) [527] float* std::uninitialized_copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*)
 [1293] ape::Engine::Engine() [229] void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [637] std::iterator_traits<char*>::iterator_category std::__iterator_category<char*>(char* const&)
  [79] ape::Engine::~Engine() [675] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_allocate(unsigned long) [332] ape::Sprite** std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**, ape::Sprite*>(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >, ape::Sprite**, std::allocator<ape::Sprite*>&)
 [296] ape::Shader::getUniformLocation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1392] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_Vector_impl::_Vector_impl() [1535] std::function<void (ape::Vec2i)>* std::__uninitialized_copy_a<std::function<void (ape::Vec2i)> const*, std::function<void (ape::Vec2i)>*, std::function<void (ape::Vec2i)> >(std::function<void (ape::Vec2i)> const*, std::function<void (ape::Vec2i)> const*, std::function<void (ape::Vec2i)>*, std::allocator<std::function<void (ape::Vec2i)> >&)
 [297] ape::Shader::use()   [1393] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_Vector_impl::~_Vector_impl() [1536] std::function<void (int)>* std::__uninitialized_copy_a<std::function<void (int)> const*, std::function<void (int)>*, std::function<void (int)> >(std::function<void (int)> const*, std::function<void (int)> const*, std::function<void (int)>*, std::allocator<std::function<void (int)> >&)
 [1294] ape::Shader::load(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [653] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_deallocate(ape::World::EntityData*, unsigned long) [1537] ape::Sprite** std::__uninitialized_copy_a<ape::Sprite**, ape::Sprite**, ape::Sprite*>(ape::Sprite**, ape::Sprite**, ape::Sprite**, std::allocator<ape::Sprite*>&)
 [196] ape::Sprite::getMaterial() [549] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_M_get_Tp_allocator() [111] ape::World::EntityData* std::__uninitialized_copy_a<std::move_iterator<ape::World::EntityData*>, ape::World::EntityData*, ape::World::EntityData>(std::move_iterator<ape::World::EntityData*>, std::move_iterator<ape::World::EntityData*>, ape::World::EntityData*, std::allocator<ape::World::EntityData>&)
 [566] ape::Sprite::setMaterial(ape::Material*) [1394] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::_Vector_base() [691] ape::Sprite* std::__uninitialized_copy_a<std::move_iterator<ape::Sprite*>, ape::Sprite*, ape::Sprite>(std::move_iterator<ape::Sprite*>, std::move_iterator<ape::Sprite*>, ape::Sprite*, std::allocator<ape::Sprite>&)
 [567] ape::Sprite::Sprite(ape::Sprite const&) [1395] std::_Vector_base<ape::World::EntityData, std::allocator<ape::World::EntityData> >::~_Vector_base() [692] ape::Transform* std::__uninitialized_copy_a<std::move_iterator<ape::Transform*>, ape::Transform*, ape::Transform>(std::move_iterator<ape::Transform*>, std::move_iterator<ape::Transform*>, ape::Transform*, std::allocator<ape::Transform>&)
 [498] ape::Sprite::Sprite(ape::Sprite&&) [1396] std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_Vector_impl::_Vector_impl() [442] ape::Sprite** std::__uninitialized_copy_a<std::move_iterator<ape::Sprite**>, ape::Sprite**, ape::Sprite*>(std::move_iterator<ape::Sprite**>, std::move_iterator<ape::Sprite**>, ape::Sprite**, std::allocator<ape::Sprite*>&)
 [544] ape::Sprite::Sprite() [1397] std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_Vector_impl::~_Vector_impl() [528] float* std::__uninitialized_copy_a<std::move_iterator<float*>, float*, float>(std::move_iterator<float*>, std::move_iterator<float*>, float*, std::allocator<float>&)
 [298] ape::Window::clear(ape::Color) [1398] std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_M_deallocate(ape::World::TagComponent*, unsigned long) [612] std::move_iterator<ape::World::EntityData*> std::__make_move_if_noexcept_iterator<ape::World::EntityData, std::move_iterator<ape::World::EntityData*> >(ape::World::EntityData*)
 [1295] ape::Window::create(int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1399] std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_M_get_Tp_allocator() [613] std::move_iterator<ape::Sprite*> std::__make_move_if_noexcept_iterator<ape::Sprite, std::move_iterator<ape::Sprite*> >(ape::Sprite*)
 [292] ape::Window::isOpen() [1400] std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::_Vector_base() [614] std::move_iterator<ape::Transform*> std::__make_move_if_noexcept_iterator<ape::Transform, std::move_iterator<ape::Transform*> >(ape::Transform*)
 [1296] ape::Window::destroy() [1401] std::_Vector_base<ape::World::TagComponent, std::allocator<ape::World::TagComponent> >::~_Vector_base() [357] std::move_iterator<ape::Sprite**> std::__make_move_if_noexcept_iterator<ape::Sprite*, std::move_iterator<ape::Sprite**> >(ape::Sprite**)
 [299] ape::Window::display() [676] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_allocate(unsigned long) [941] std::function<void (ape::Vec2i)> const* std::__make_move_if_noexcept_iterator<std::function<void (ape::Vec2i)>, std::function<void (ape::Vec2i)> const*>(std::function<void (ape::Vec2i)>*)
 [620] ape::Window::setTitle(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1402] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_Vector_impl::_Vector_impl() [942] std::function<void (int)> const* std::__make_move_if_noexcept_iterator<std::function<void (int)>, std::function<void (int)> const*>(std::function<void (int)>*)
 [1297] ape::Window::Window() [1403] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_Vector_impl::~_Vector_impl() [411] std::move_iterator<float*> std::__make_move_if_noexcept_iterator<float, std::move_iterator<float*> >(float*)
 [1298] ape::Window::~Window() [654] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_deallocate(ape::Sprite*, unsigned long) [112] ape::World::EntityData* std::__uninitialized_move_if_noexcept_a<ape::World::EntityData*, ape::World::EntityData*, std::allocator<ape::World::EntityData> >(ape::World::EntityData*, ape::World::EntityData*, ape::World::EntityData*, std::allocator<ape::World::EntityData>&)
 [1299] ape::Graphics::_onWindowCreation() [550] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_M_get_Tp_allocator() [693] ape::Sprite* std::__uninitialized_move_if_noexcept_a<ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite> >(ape::Sprite*, ape::Sprite*, ape::Sprite*, std::allocator<ape::Sprite>&)
   [2] ape::Graphics::end() [1404] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::_Vector_base() [694] ape::Transform* std::__uninitialized_move_if_noexcept_a<ape::Transform*, ape::Transform*, std::allocator<ape::Transform> >(ape::Transform*, ape::Transform*, ape::Transform*, std::allocator<ape::Transform>&)
 [199] ape::Graphics::draw(ape::Sprite*) [1405] std::_Vector_base<ape::Sprite, std::allocator<ape::Sprite> >::~_Vector_base() [443] ape::Sprite** std::__uninitialized_move_if_noexcept_a<ape::Sprite**, ape::Sprite**, std::allocator<ape::Sprite*> >(ape::Sprite**, ape::Sprite**, ape::Sprite**, std::allocator<ape::Sprite*>&)
 [300] ape::Graphics::begin() [677] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_allocate(unsigned long) [1538] std::function<void (ape::Vec2i)>* std::__uninitialized_move_if_noexcept_a<std::function<void (ape::Vec2i)>*, std::function<void (ape::Vec2i)>*, std::allocator<std::function<void (ape::Vec2i)> > >(std::function<void (ape::Vec2i)>*, std::function<void (ape::Vec2i)>*, std::function<void (ape::Vec2i)>*, std::allocator<std::function<void (ape::Vec2i)> >&)
 [1300] ape::Graphics::getWindow() [1406] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_Vector_impl::_Vector_impl() [1539] std::function<void (int)>* std::__uninitialized_move_if_noexcept_a<std::function<void (int)>*, std::function<void (int)>*, std::allocator<std::function<void (int)> > >(std::function<void (int)>*, std::function<void (int)>*, std::function<void (int)>*, std::allocator<std::function<void (int)> >&)
 [1301] ape::Graphics::Graphics(ape::World&) [1407] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_Vector_impl::~_Vector_impl() [529] float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&)
 [1302] ape::Graphics::~Graphics() [655] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_deallocate(ape::Transform*, unsigned long) [943] std::tuple_element<0ul, std::tuple<std::type_index&&> >::type& std::get<0ul, std::type_index&&>(std::tuple<std::type_index&&>&)
 [197] ape::Material::getRenderer() [551] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_M_get_Tp_allocator() [746] std::tuple_element<0ul, std::tuple<ape::BaseComponent*, std::default_delete<ape::BaseComponent> > >::type& std::get<0ul, ape::BaseComponent*, std::default_delete<ape::BaseComponent> >(std::tuple<ape::BaseComponent*, std::default_delete<ape::BaseComponent> >&)
 [802] ape::Material::loadTexture(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1408] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::_Vector_base() [1540] std::tuple_element<0ul, std::tuple<ape::Sprite*, std::default_delete<ape::Sprite> > >::type const& std::get<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >(std::tuple<ape::Sprite*, std::default_delete<ape::Sprite> > const&)
 [192] ape::Material::getTextureID() [1409] std::_Vector_base<ape::Transform, std::allocator<ape::Transform> >::~_Vector_base() [789] std::tuple_element<0ul, std::tuple<ape::Sprite*, std::default_delete<ape::Sprite> > >::type& std::get<0ul, ape::Sprite*, std::default_delete<ape::Sprite> >(std::tuple<ape::Sprite*, std::default_delete<ape::Sprite> >&)
 [232] ape::Material::bind() [287] std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_M_allocate(unsigned long) [1541] std::tuple_element<0ul, std::tuple<ape::Transform*, std::default_delete<ape::Transform> > >::type const& std::get<0ul, ape::Transform*, std::default_delete<ape::Transform> >(std::tuple<ape::Transform*, std::default_delete<ape::Transform> > const&)
